,mpa_id,search,plan_id,notes,network,name,orig_name,country,sovereign,sub_locati,designatio,designat_1,designat_2,marine,status,status_yea,no_take,no_take_ar,rep_m_area,calc_m_are,rep_area,calc_area,fishing,fishing_in
1062,1255,NF,NA,NA,NA,Les Orpellières,Les Orpellieres,FRA,FRA,Not Reported,Site acquis par le conservatoire de l'espace littoral et des rivages lacustres,Land acquired by Littoral and Lakeside Conservatory,National,1,Designated,1980,Not Reported,0,1.23,0.02775125991,1.38,1.47836981,No,No fishing.
1065,1124,NF,NA,NA,NA,Ethniko Thalassio Parko Alonnisou Voreion Sporadon,Ethniko Thalassio Parko Alonnisou Voreion Sporadon,GRC,GRC,Not Reported,Ethniko Thalassio Parko,National Marine Park,National,2,Designated,1992,Part,215.8730179,2177,2158.730179,2301,2303.858535,Unknown,NA
1068,1100,NF,NA,NA,NA,Area Marina Protetta Isole Ciclopi,Area Marina Protetta Isole Ciclopi,ITA,ITA,Not Reported,Riserva Naturale Marina E Aree Naturali Marine Protette,Natural Marine Reserve And Natural Protected Marine Areas,National,1,Designated,1989,Part,0.35,6,5.742549033,6,6.176086107,Unknown,"Fishing is prohibited in the core area, fishing is regulated in the buffer zone"
1069,1099,NF,NA,NA,NA,Riserva Naturale Marina Isole Egadi,Riserva Naturale Marina Isole Egadi,ITA,ITA,Not Reported,Riserva Naturale Marina E Aree Naturali Marine Protette,Natural Marine Reserve And Natural Protected Marine Areas,National,2,Designated,1991,Part,53.8117945,541,538.117945,539,540.9679015,Unknown,Fishing is prohibited in the core area and buffer zone
1070,1098,NF,NA,NA,NA,Area Naturale Marina Protetta Capo Rizzuto,Area Naturale Marina Protetta Capo Rizzuto,ITA,ITA,Not Reported,Riserva Naturale Marina E Aree Naturali Marine Protette,Natural Marine Reserve And Natural Protected Marine Areas,National,2,Designated,1991,Part,5.85,154,152.9429849,147,154.6513922,Unknown,NA
1071,1097,NF,NA,NA,NA,Area Naturale Marina Protetta Porto Cesareo,Area Naturale Marina Protetta Porto Cesareo,ITA,ITA,Not Reported,Riserva Naturale Marina E Aree Naturali Marine Protette,Natural Marine Reserve And Natural Protected Marine Areas,National,2,Designated,1997,Part,1.73,164,163.1486899,166,163.9320574,Unknown,NA
1072,1096,NF,NA,NA,NA,Area Naturale Marina Protetta Punta Campanella,Area Naturale Marina Protetta Punta Campanella,ITA,ITA,Not Reported,Riserva Naturale Marina E Aree Naturali Marine Protette,Natural Marine Reserve And Natural Protected Marine Areas,National,2,Designated,1997,Part,1.81,15,13.88701626,15,15.24483928,Unknown,NA
1073,1095,NF,NA,NA,NA,Riserva Naturale Marina Isole Tremiti,Riserva Naturale Marina Isole Tremiti,ITA,ITA,Not Reported,Riserva Naturale Marina E Aree Naturali Marine Protette,Natural Marine Reserve And Natural Protected Marine Areas,National,1,Designated,1989,Part,1.223564466,13,12.23564466,14,12.99535849,Unknown,NA
1074,1094,NF,NA,NA,NA,Area Marina Protetta Cinque Terre,Area Marina Protetta Cinque Terre,ITA,ITA,Not Reported,Riserva Naturale Marina E Aree Naturali Marine Protette,Natural Marine Reserve And Natural Protected Marine Areas,National,2,Designated,1997,Part,0.79,44,44.05251353,45,44.72621937,Unknown,NA
1076,584,NF,NA,NA,NA,Scandola,Scandola,FRA,FRA,Not Reported,Réserve Naturelle De Corse,Corsican Nature Reserve,National,1,Designated,1975,Part,0.72,6,5.737645891,16,15.14691697,Some Restrictions,"Within the integral reserve recreational fishing, professional fishing and spearfishing are forbidden. Within the buffer zone recreational fishing and spearfishing are forbidden. Professional fishing is regulated within this zone."
1077,553,NF,NA,NA,NA,Area Naturale Marina Protetta Portofino,Area Naturale Marina Protetta Portofino,ITA,ITA,Not Reported,Riserva Naturale Marina E Aree Naturali Marine Protette,Natural Marine Reserve And Natural Protected Marine Areas,National,1,Designated,1998,Part,0.18,1,0.825867706,3,1.097101414,Some Restrictions,"Article 21 – Regulations for professional fishing
1. In the protected marine area trawling drift nets are forbidden.
2. In zone A professional fishing is forbidden.
3. In zones B and C only small scale traditional professional fishing is permitted,"
1078,414,NF,NA,NA,NA,Cerbère - Banyuls,Cerbère - Banyuls,FRA,FRA,Not Reported,Réserve Naturelle Nationale,National Nature Reserve,National,2,Designated,1974,Part,0.65,6,5.759808435,6,6.015627762,No,"Witin the integral reserve all forms of fishing are forbidden. Within the buffer zone spearfishing is forbidden, recreational and professional fishing are regulated."
1080,93,NF,NA,NA,NA,Port-Cros,Port-Cros,FRA,FRA,Not Reported,"Parc National, Zone Cœur",National Park - Core Area,National,1,Designated,1963,Part,0.65,29,28.01660707,24,46.13475115,Unknown,NA
1081,68813242,NF,NA,NA,NA,Bul Syayeef,بوالسياييف,ARE,ARE,AE-AZ,Protected Area,Protected Area,National,1,Designated,2016,All,108.4761456,0,108.4761456,145,145.0423005,Unknown,NA
1082,68813240,NF,NA,NA,NA,Alqurm Wa Lehfeiyah,محمية أشجار القرم والحفيه,ARE,ARE,AE-SH,Protected Area,Protected Area,National,1,Designated,2013,All,10.25458107,9,10.25458107,23,23.78843401,Unknown,NA
1083,68813123,NF,NA,NA,NA,Al Zorah,محمية الزورا,ARE,ARE,AE-AJ,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,1,Designated,2004,All,0.9886612399,1,0.9886612399,1,1.955304179,Unknown,NA
1084,68813087,NF,NA,NA,NA,Bul Syayeef,بوالسياييف,ARE,ARE,AE-AZ,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,1,Designated,2016,All,108.4761456,0,108.4761456,145,145.0423005,Unknown,NA
1085,68812849,NF,NA,NA,NA,Al Saadyat,السعديات,ARE,ARE,AE-AZ,Protected Area,Protected Area,National,2,Designated,2014,All,58.59157892,59,58.59157892,59,59.19522942,Unknown,NA
1086,68812848,NF,NA,NA,NA,Ras Ghanada,راس غناضة,ARE,ARE,AE-AZ,Protected Area,Protected Area,National,2,Designated,2014,All,54.33840782,54,54.33840782,54,54.58210379,Unknown,NA
1087,68812847,NF,NA,NA,NA,Al Zorah,محمية الزورا,ARE,ARE,AE-AJ,Protected Area,Protected Area,National,1,Designated,2004,All,0.9886612399,1,0.9886612399,1,1.925779252,Unknown,NA
1088,68812846,NF,NA,NA,NA,Al Aqqa,محمية العقة,ARE,ARE,AE-FU,Protected Area,Protected Area,National,2,Designated,1995,All,1.011875063,1,1.011875063,1,1.061730367,Unknown,NA
1089,68812845,NF,NA,NA,NA,Al Bidiya,محمية البدية,ARE,ARE,AE-FU,Protected Area,Protected Area,National,2,Designated,1995,All,0.4125055482,0,0.4125055482,0,0.4557500302,Unknown,NA
1090,68812844,NF,NA,NA,NA,Birds Island (Jazeraat Al Tuyur),محمية جزيرة الطيور,ARE,ARE,AE-FU,Protected Area,Protected Area,National,2,Designated,1995,All,1.413172145,1,1.413172145,1,1.442732405,Unknown,NA
1091,68812843,NF,NA,NA,NA,Dhadna,محمية ضدنا,ARE,ARE,AE-FU,Protected Area,Protected Area,National,2,Designated,1995,All,0.07199658785,0,0.07199658785,0,0.08293317153,Unknown,NA
1092,68812213,NF,NA,NA,NA,Mangrove and Alhafeya Protected Area in Khor Kalba,محمية أشجار القرم والحفية بخور آلباء,ARE,ARE,AE-SH,"Ramsar Site, Wetland of International Importance","Ramsar Site, Wetland of International Importance",International,1,Designated,2013,All,10.25458107,9,10.25458107,23,23.78843401,Unknown,NA
1093,14957,NF,NA,NA,NA,Marawah,محمية مروح,ARE,ARE,AE-AZ,Protected Area,Protected Area,National,1,Designated,2007,Part,605,4184,3817.015406,4259,4247.580562,Some Restrictions,Core zone is no-take
1094,5807,NF,NA,NA,NA,Al Yasat,محمية الياسات,ARE,ARE,AE-AZ,Protected Area,Protected Area,National,2,Designated,2009,Part,204.0918262,2083,2040.918262,2083,2070.750162,Some Restrictions,Fishing is restricted within three nautical miles from the nearest low water mark (shoreline) in the MPA.
1095,68817103,NF,NA,NA,NA,Ngaremeduu Bay Network,Ngaremeduu Bay Network,PLW,PLW,Not Reported,Conservation Area,Conservation Area,National,2,Designated,0,Part,11.65742111,127,116.5742111,127,127.83762,Unknown,NA
1101,68817053,NF,NA,NA,NA,Oisebukel Marine Reef Sanctuary,Oisebukel Marine Reef Sanctuary,PLW,PLW,Not Reported,Conservation Area,Conservation Area,National,2,Designated,0,All,2.848341383,2,2.848341383,2,2.848341383,Unknown,NA
1104,68817049,NF,NA,NA,NA,Angaur Permanent Protected Area,Angaur Permanent Protected Area,PLW,PLW,Not Reported,Conservation,Conservation,National,2,Designated,2007,All,1.083788489,1,1.083788489,1,1.119347226,Unknown,NA
1108,68813214,NF,NA,NA,NA,Kuruman group of islands,Kuruman group of islands,MYS,MYS,MY-15,Marine Park,Marine Park,National,2,Designated,1994,All,36.88115301,158,36.88115301,158,37.77050072,Unknown,NA
1109,68813213,NF,NA,NA,NA,Pulau Besar group of islands,Pulau Besar group of islands,MYS,MYS,MY-01,Marine Park,Marine Park,National,2,Designated,1994,All,190.2041593,308,190.2041593,308,194.421762,Unknown,NA
1110,68813212,NF,NA,NA,NA,Sembilang and Seri Buat,Sembilang and Seri Buat,MYS,MYS,MY-06,Marine Park,Marine Park,National,2,Designated,1994,All,89.34896758,137,89.34896758,137,93.75069952,Unknown,NA
1111,68813211,NF,NA,NA,NA,Tenggol and Nyireh,Tenggol and Nyireh,MYS,MYS,MY-11,Marine Park,Marine Park,National,2,Designated,1998,All,83.86069435,101,83.86069435,101,86.96811895,Unknown,NA
1113,68813166,NF,NA,NA,NA,Pulau Yu Kecil,Pulau Yu Kecil,MYS,MYS,MY-11,Marine Park,Marine Park,National,2,Designated,2008,All,33.01589734,65,33.01589734,65,33.23434571,Unknown,NA
1114,68813165,NF,NA,NA,NA,Pulau Yu Besar,Pulau Yu Besar,MYS,MYS,MY-11,Marine Park,Marine Park,National,2,Designated,2008,All,33.01589744,65,33.01589744,65,33.23434581,Unknown,NA
1117,68812504,NF,NA,NA,NA,Ngelukes Conservation Area,Ngelukes Conservation Area,PLW,PLW,Not Reported,Conservation Area,Conservation Area,National,2,Designated,2002,All,1.042586963,1,1.042586963,1,1.042586963,Unknown,NA
1119,68808242,NF,NA,NA,NA,Aborlan,NA,PHL,PHL,Aborlan,Environmentally Critical Areas Network,Environmentally Critical Areas Network,National,1,Designated,2016,Part,0,800,795.0416805,800,813.8530248,Some Restrictions,NA
1120,68808237,NF,NA,NA,NA,Sugud Islands,NA,MYS,MYS,Sabah,Marine Conservation Area,Marine Conservation Area,National,1,Designated,2001,All,458.0490944,463.17,458.0490944,0,458.2790059,No,NA
1121,68807606,NF,NA,"Exists, but could not find",NA,Palau,Palau National Marine Sanctuary,PLW,PLW,Not Reported,National Marine Sanctuary,National Marine Sanctuary,National,2,Designated,2015,All,477098.9226,502538,477098.9226,502538,477098.9226,No,Foreign fishing banned in Palau's EEZ waters and domestic fishing allowed only in domestic fishing zone and within 12nm territorial sea areas.  Remaining EEZ is declared national marine sanctuary where all fishing is prohibited.  Regulations are phasing
1123,67701759,NF,NA,NA,NA,Bunaken,Bunaken,IDN,IDN,ID-SL,Taman Nasional,Marine National Park,National,2,Designated,0,Part,69.36710119,767,693.6710119,890,739.4063648,Some Restrictions,"Zone types include: a core zone of no-take, a tourism zone of no-take which allows for only non-extractive tourism activities, and a community use zone for local and traditional fishing, and a common zone."
1124,7700536,NF,NA,NA,NA,Apo Reef,Apo Reef,PHL,PHL,PH-MDC,Natural Park,Natural Park,National,2,Designated,1996,Part,157.92,0,274.2453983,157,274.5840728,No,Fishing is prohibited
1125,14822,NF,NA,NA,NA,Santo Nino,Santo Nino,PHL,PHL,Not Reported,Marine Sanctuary,Marine Sanctuary,National,2,Designated,2000,All,0.0707785167,0,0.0707785167,0,0.0707785167,No,NA
1126,14817,NF,NA,NA,NA,Baud,Baud,PHL,PHL,PH-BOH,Marine Sanctuary,Marine Sanctuary,National,2,Designated,2005,All,0.186642862,0,0.186642862,0,0.2166131108,No,NA
1127,14816,NF,NA,NA,NA,Basiao,Basiao,PHL,PHL,PH-BOH,Marine Sanctuary,Marine Sanctuary,National,2,Designated,2005,All,0.2812169096,0,0.2812169096,0,0.28183684,No,NA
1128,14814,NF,NA,NA,NA,Bilang-bilangan West,Bilang-bilangan West,PHL,PHL,PH-BOH,Marine Protected Area,Marine Protected Area,National,2,Designated,2002,All,0.7164379532,0,0.7164379532,0,0.7164379532,No,NA
1129,14806,NF,NA,NA,NA,Bani,Bani,PHL,PHL,PH-ZMB,Marine Protected Area,Marine Protected Area,National,1,Designated,2006,All,1.15704338,0,1.15704338,0,1.222755077,No,"Collections were conducted in fished reefs and in three MPAs of varying size and age: Bani MPA (est. 2006; 50 ha), San Salvador MPA (est. 1989; 127 ha), Taklobo Farm MPA (est. 1989; 2 ha), (Fig 1). All MPAs are fully no-take zones and strongly enforced,"
1130,14799,NF,NA,NA,NA,Batonan Sur,Batonan Sur,PHL,PHL,PH-ANT,Fish Sanctuary,Fish Sanctuary,National,1,Designated,1996,All,0.2479396317,0,0.2479396317,0,0.2479396317,No,NA
1131,14793,NF,NA,NA,NA,Balingasay,Balingasay,PHL,PHL,PH-PAN,Marine Sanctuary,Marine Sanctuary,National,2,Designated,1999,All,0.09458976411,0,0.09458976411,0,0.09458976411,No,NA
1132,14792,NF,NA,NA,NA,Arnedo,Arnedo,PHL,PHL,PH-PAN,Marine Sanctuary,Marine Sanctuary,National,2,Designated,1999,All,0.08151407931,0,0.08151407931,0,0.08151407931,No,NA
1133,14791,NF,NA,NA,NA,Balibadon,Balibadon,PHL,PHL,PH-SUR,Fish Sanctuary,Fish Sanctuary,National,2,Designated,2003,All,0.1740579459,0,0.1740579459,0,0.1740579459,No,NA
1134,14769,NF,NA,NA,NA,Bacawan Reef,Bacawan Reef,PHL,PHL,PH-BTG,Fish Sanctuary,Fish Sanctuary,National,2,Designated,2006,All,0.2860110719,0,0.2860110719,0,0.2860110719,No,NA
1135,14765,NF,NA,NA,NA,Bacungan,Bacungan,PHL,PHL,PH-QUE,Fish Sanctuary,Fish Sanctuary,National,2,Designated,2002,All,0.3141974366,0,0.3141974366,0,0.3159908163,No,NA
1136,14759,NF,NA,NA,NA,Albaguen Island,Albaguen Island,PHL,PHL,PH-PLW,Fish Sanctuary,Fish Sanctuary,National,2,Designated,1997,All,0.4954001143,0,0.4954001143,0,0.4987596922,No,NA
1137,14758,NF,NA,NA,NA,Dive & Trek,Dive & Trek,PHL,PHL,PH-BTG,Fish Sanctuary,Fish Sanctuary,National,1,Designated,1995,All,0.03690052042,0,0.03690052042,0,0.0393791575,No,NA
1138,14757,NF,NA,NA,NA,Bilang-bilangan East,Bilang-bilangan East,PHL,PHL,PH-BOH,Marine Sanctuary,Marine Sanctuary,National,2,Designated,2005,All,0.4429175947,0,0.4429175947,0,0.4429175947,No,NA
1139,14754,NF,NA,NA,NA,Bilasonon og Bitaong,Bilasonon og Bitaong,PHL,PHL,PH-LEY,Marine Sanctuary,Marine Sanctuary,National,2,Designated,1996,All,0.1973108455,0,0.1973108455,0,0.1973108455,No,NA
1140,14752,NF,NA,NA,NA,Baod,Baod,PHL,PHL,PH-CEB,Marine Sanctuary,Marine Sanctuary,National,2,Designated,2002,All,0.5904426953,0,0.5904426953,0,0.5904426722,No,NA
1141,14741,NF,NA,NA,NA,Baobaon Fish and,Baobaon Fish and,PHL,PHL,PH-MSC,Marine Sanctuary,Marine Sanctuary,National,1,Designated,2003,All,0.2968512712,0,0.2968512712,0,0.2975031089,No,NA
1142,14739,NF,NA,NA,NA,Bangaan,Bangaan,PHL,PHL,PH-ZSI,Marine Sanctuary,Marine Sanctuary,National,2,Designated,2005,All,7.041660046,8,7.041660046,8,7.041660046,No,NA
1143,14731,NF,NA,NA,NA,Bibilik,Bibilik,PHL,PHL,PH-ZAS,Marine Sanctuary,Marine Sanctuary,National,2,Designated,2002,All,0.3121134759,0,0.3121134759,0,0.3122274952,No,NA
1144,14728,NF,NA,NA,NA,Barangay Combo,Barangay Combo,PHL,PHL,PH-ZAS,Marine Sanctuary,Marine Sanctuary,National,2,Designated,2006,All,0.2336424188,0,0.2336424188,0,0.2336424188,No,NA
1145,14720,NF,NA,NA,NA,Badiang,Badiang,PHL,PHL,PH-BOH,Fish Sanctuary,Fish Sanctuary,National,1,Designated,2003,All,0.3406629512,0,0.3406629512,0,0.811612723,No,NA
1146,14708,NF,NA,NA,NA,Atop-Atop and Tamiao,Atop-Atop and Tamiao,PHL,PHL,PH-CEB,Marine Sanctuary,Marine Sanctuary,National,1,Designated,1996,All,0.3835413603,0,0.3835413603,0,1.748998685,No,NA
1147,14706,NF,NA,NA,NA,Kaong-Kod,Kaong-Kod,PHL,PHL,PH-CEB,Marine Sanctuary,Marine Sanctuary,National,1,Designated,1996,All,0.5872190036,0,0.5872190036,0,0.633259119,No,NA
1148,14703,NF,NA,NA,NA,Bancasan,Bancasan,PHL,PHL,PH-CEB,Marine and Fish Sanctuary,Marine and Fish Sanctuary,National,2,Designated,2002,All,0.09523258218,0,0.09523258218,0,0.09523258218,No,NA
1149,14702,NF,NA,NA,NA,Anapog,Anapog,PHL,PHL,PH-CEB,Fish Sanctuary,Fish Sanctuary,National,2,Designated,2002,All,0.1790814072,0,0.1790814072,0,0.180321356,No,NA
1150,14698,NF,NA,NA,NA,Bingag,Bingag,PHL,PHL,PH-BOH,Marine Protected Area,Marine Protected Area,National,1,Designated,2005,All,0.1397216304,0,0.1397216304,0,0.1397216304,No,NA
1151,14695,NF,NA,NA,NA,Bikin,Bikin,PHL,PHL,PH-BOH,Marine Protected Area,Marine Protected Area,National,2,Designated,2005,All,0.106591741,0,0.106591741,0,0.1076660781,No,NA
1152,14687,NF,NA,NA,NA,Bato,Bato,PHL,PHL,PH-CEB,Fish Sanctuary,Fish Sanctuary,National,2,Designated,2003,All,0.2002838903,0,0.2002838903,0,0.2002838834,No,NA
1153,7469,NF,NA,NA,NA,Dongsha,東沙環礁國家公園,TWN,TWN,CN-71,國家公園,National Park,National,2,Designated,2007,All,3582.720653,3534,3582.720653,3600,3584.10086,No,NA
1154,7040,NF,NA,NA,NA,Tulic,Tulic,PHL,PHL,PH-CEB,Marine Sanctuary,Marine Sanctuary,National,1,Designated,2003,All,0.05785350618,0,0.05785350618,0,0.1106882963,No,NA
1155,7030,NF,NA,NA,NA,Poblacion,Poblacion,PHL,PHL,PH-CEB,Marine Sanctuary,Marine Sanctuary,National,2,Designated,2000,All,0.1458350379,0,0.1458350379,0,0.1458350379,No,NA
1156,7024,NF,NA,NA,NA,Nahawan,Nahawan,PHL,PHL,PH-BOH,Seagrass Sanctuary,Seagrass Sanctuary,National,1,Designated,2001,All,0.1659220108,0,0.1659220108,0,0.1659220108,No,NA
1157,7020,NF,NA,NA,NA,Legaspi,Legaspi,PHL,PHL,PH-CEB,Marine Sanctuary,Marine Sanctuary,National,1,Designated,2002,All,0.08871186454,0,0.08871186454,0,0.08871186454,No,NA
1158,7019,NF,NA,NA,NA,Lambog,Lambog,PHL,PHL,PH-CEB,Seagrass and Fish Sanctuary,Seagrass and Fish Sanctuary,National,1,Designated,2003,All,0.3523999873,0,0.3523999873,0,0.3523999873,No,NA
1159,7012,NF,NA,NA,NA,Gilutongan Island,Gilutongan Island,PHL,PHL,PH-CEB,Marine Sanctuary,Marine Sanctuary,National,1,Designated,1999,All,0.09066192512,0,0.09066192512,0,0.09249517354,No,NA
1160,7011,NF,NA,NA,NA,Doong,Doong,PHL,PHL,PH-CEB,Marine Sanctuary,Marine Sanctuary,National,2,Designated,1999,All,0.07224445832,0,0.07224445832,0,0.07224445832,No,NA
1161,7009,NF,NA,NA,NA,Danao,Danao,PHL,PHL,PH-BOH,Fish Sanctuary,Fish Sanctuary,National,2,Designated,1998,All,0.06270861886,0,0.06270861886,0,0.06270861886,No,NA
